sno,adate,rollno,h1,h2,h3,h4,h5,h6,h7,h8,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,remarks
885,2019-01-29,183B5A0501,a,a,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
886,2019-01-29,183B5A0502,a,a,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
887,2019-01-29,183B5A0503,p,p,a,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
888,2019-01-29,183B5A0504,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
889,2019-01-29,183B5A0505,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
890,2019-01-29,183B5A0506,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
891,2019-01-29,173B1A0501,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
892,2019-01-29,173B1A0502,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
893,2019-01-29,173B1A0503,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
894,2019-01-29,173B1A0504,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
895,2019-01-29,173B1A0505,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
896,2019-01-29,173B1A0506,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
897,2019-01-29,173B1A0507,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
898,2019-01-29,173B1A0508,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
899,2019-01-29,173B1A0509,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
900,2019-01-29,173B1A0510,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
901,2019-01-29,173B1A0511,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
902,2019-01-29,173B1A0512,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
903,2019-01-29,173B1A0513,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
904,2019-01-29,173B1A0514,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
905,2019-01-29,173B1A0515,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
906,2019-01-29,173B1A0516,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
907,2019-01-29,173B1A0517,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
908,2019-01-29,173B1A0518,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
909,2019-01-29,173B1A0519,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
910,2019-01-29,173B1A0520,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
911,2019-01-29,173B1A0521,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
912,2019-01-29,173B1A0522,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
913,2019-01-29,173B1A0523,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
914,2019-01-29,173B1A0524,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
915,2019-01-29,173B1A0525,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
916,2019-01-29,173B1A0526,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
917,2019-01-29,173B1A0527,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
918,2019-01-29,173B1A0528,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
919,2019-01-29,173B1A0529,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
920,2019-01-29,173B1A0530,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
921,2019-01-29,173B1A0531,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
922,2019-01-29,173B1A0532,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
923,2019-01-29,173B1A0534,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
924,2019-01-29,173B1A0535,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
925,2019-01-29,173B1A0536,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
926,2019-01-29,173B1A0537,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
927,2019-01-29,173B1A0538,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
928,2019-01-29,173B1A0539,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
929,2019-01-29,173B1A0540,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
930,2019-01-29,173B1A0541,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
931,2019-01-29,173B1A0542,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
932,2019-01-29,173B1A0543,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
933,2019-01-29,173B1A0544,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
934,2019-01-29,173B1A0545,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
935,2019-01-29,173B1A0546,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
936,2019-01-29,173B1A0547,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
937,2019-01-29,173B1A0548,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
938,2019-01-29,173B1A0549,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
939,2019-01-29,173B1A0550,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
940,2019-01-29,173B1A0551,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
941,2019-01-29,173B1A0552,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
942,2019-01-29,173B1A0553,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
943,2019-01-29,173B1A0554,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
944,2019-01-29,173B1A0555,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
945,2019-01-29,173B1A0556,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
946,2019-01-29,173B1A0557,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
947,2019-01-29,173B1A0558,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
948,2019-01-29,173B1A0559,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
949,2019-01-29,173B1A0560,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
950,2019-01-29,173B1A0561,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
951,2019-01-29,173B1A0562,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
952,2019-01-29,173B1A0563,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
953,2019-01-29,173B1A0564,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
954,2019-01-29,173B1A0565,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
955,2019-01-29,173B1A0566,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
956,2019-01-29,173B1A0567,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
957,2019-01-29,173B1A0568,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
958,2019-01-29,173B1A0569,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
959,2019-01-29,173B1A0570,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
960,2019-01-29,173B1A0571,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
961,2019-01-29,173B1A0572,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
962,2019-01-29,173B1A0573,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
963,2019-01-29,173B1A0574,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
964,2019-01-29,173B1A0575,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
965,2019-01-29,173B1A0576,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
966,2019-01-29,173B1A0577,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
967,2019-01-29,173B1A0578,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
968,2019-01-29,173B1A0579,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
969,2019-01-29,173B1A0580,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
970,2019-01-29,173B1A0581,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
971,2019-01-29,173B1A0582,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
972,2019-01-29,173B1A0583,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
973,2019-01-29,173B1A0584,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
974,2019-01-29,173B1A0585,p,p,p,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL
975,2019-01-30,183B5A0501,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,2019-01-30,183B5A0502,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
977,2019-01-30,183B5A0503,a,a,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,2019-01-30,183B5A0504,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
979,2019-01-30,183B5A0505,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
980,2019-01-30,183B5A0506,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,2019-01-30,173B1A0501,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
982,2019-01-30,173B1A0502,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
983,2019-01-30,173B1A0503,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,2019-01-30,173B1A0504,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
985,2019-01-30,173B1A0505,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
986,2019-01-30,173B1A0506,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
987,2019-01-30,173B1A0507,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
988,2019-01-30,173B1A0508,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,2019-01-30,173B1A0509,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
990,2019-01-30,173B1A0510,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,2019-01-30,173B1A0511,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
992,2019-01-30,173B1A0512,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
993,2019-01-30,173B1A0513,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
994,2019-01-30,173B1A0514,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
995,2019-01-30,173B1A0515,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,2019-01-30,173B1A0516,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,2019-01-30,173B1A0517,p,p,NULL,NULL,NULL,NULL,NULL,NULL,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
